symbol,episode_view,episode_id,event_id,event_family,side,calendar_month,chronological_third,observation_role,observation_identity,observation_timestamp,available_history_status,scale,representation,volatility_regime,regime_reason,atr_to_prior_96_median,ohlc_closed_through
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.4501672987,2025-01-01T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.4501672987,2025-01-01T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.4501672987,2025-01-01T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,ATR_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,CONFIRMED_DIRECTION_CHANGE,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00002,2025-01-01T08:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,HYBRID_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002,BTCUSDT-JANF00002,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00002|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.036760433,2025-01-01T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.036760433,2025-01-01T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.036760433,2025-01-01T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.036760433,2025-01-01T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.036760433,2025-01-01T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,ATR_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,CONFIRMED_DIRECTION_CHANGE,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00003,2025-01-01T16:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,HYBRID_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003,BTCUSDT-JANF00003,FUNDING,FUNDING_POSITIVE,1,1,CONTROL,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00003|CONTROL,,NO_EXACT_STRATUM_SUPPORT,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.005982054,2025-01-02T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.005982054,2025-01-02T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.005982054,2025-01-02T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.005982054,2025-01-02T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.005982054,2025-01-02T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_POSITIVE|8H|JAN00004,BTCUSDT-JANF00004,FUNDING,FUNDING_POSITIVE,1,1,EVENT,BTCUSDT-JANF00004,2025-01-02T00:00:00Z,NO_EXACT_STRATUM_SUPPORT,1H,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.432836372,2024-12-31T23:00:00Z
