control_id,matched_interval_id,gate,instrument,start_time,end_time,parent_direction,control_reassertion_atr,counter_duration_mismatch_bars,balance_duration_mismatch_bars,parent_age_mismatch_bars,atr_mismatch,realized_range_mismatch,time_location_mismatch,match_exact,mismatch_disclosure
BOUNDARY_ONLY_0039,ADA_0375,BOUNDARY_ONLY,ADAUSDT,2023-08-25 12:00:00,2023-08-26 04:00:00,DOWN,-0.0268714,0,0,0,0.00015,0.0008,0.01151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0040,ADA_0406,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00158571,0.0009,0.02212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0041,ADA_0410,BOUNDARY_ONLY,ADAUSDT,2023-08-25 16:00:00,2023-08-26 08:00:00,DOWN,0.34404537,0,0,0,0.00086429,0.0001,0.02181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0042,ADA_0416,BOUNDARY_ONLY,ADAUSDT,2023-08-25 16:00:00,2023-08-26 08:00:00,DOWN,0.34404537,0,0,0,0.00077857,0.0002,0.02363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0043,ADA_0429,BOUNDARY_ONLY,ADAUSDT,2023-08-25 12:00:00,2023-08-26 04:00:00,DOWN,-0.0268714,0,0,0,0.00147143,0.0002,0.02787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0044,ADA_0434,BOUNDARY_ONLY,ADAUSDT,2023-08-25 12:00:00,2023-08-26 04:00:00,DOWN,-0.0268714,0,0,0,0.00108571,0.0006,0.02939394,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0045,ADA_0446,BOUNDARY_ONLY,ADAUSDT,2023-08-24 04:00:00,2023-08-24 20:00:00,UP,0.27272727,0,0,0,0.00052143,0.0012,0.03545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0046,ADA_0456,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00079286,0.0002,0.03727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0047,ADA_0461,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00102857,0.001,0.03878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0048,ADA_0470,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00112857,0.0007,0.04151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0049,ADA_0482,BOUNDARY_ONLY,ADAUSDT,2023-08-24 16:00:00,2023-08-25 08:00:00,UP,0.28,0,0,0,0.00086429,0.0005,0.04545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0050,ADA_0489,BOUNDARY_ONLY,ADAUSDT,2023-08-24 16:00:00,2023-08-25 08:00:00,UP,0.28,0,0,0,0.00076429,0.0007,0.04757576,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0051,ADA_0497,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00078571,0.0001,0.02454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0052,ADA_0507,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00163571,0.0003,0.02151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0053,ADA_0518,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00177143,0.0003,0.01818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0054,ADA_0530,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00199286,0.0004,0.05969697,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0055,ADA_0531,BOUNDARY_ONLY,ADAUSDT,2023-10-04 08:00:00,2023-10-05 00:00:00,DOWN,0.23809524,0,0,0,0.00226429,0.0001,0.01363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0056,ADA_0535,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00191429,0.0002,0.06121212,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0057,ADA_0541,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00142143,0.0008,0.0630303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0058,ADA_0543,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.0013,0.0008,0.06363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0059,ADA_0557,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00098571,0.0004,0.06787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0060,ADA_0559,BOUNDARY_ONLY,ADAUSDT,2023-08-24 16:00:00,2023-08-25 08:00:00,UP,0.28,0,0,0,0.00099286,0.0007,0.06878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0061,ADA_0564,BOUNDARY_ONLY,ADAUSDT,2023-08-24 16:00:00,2023-08-25 08:00:00,UP,0.28,0,0,0,7.857e-05,0.0004,0.07030303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0062,ADA_0570,BOUNDARY_ONLY,ADAUSDT,2023-10-04 08:00:00,2023-10-05 00:00:00,DOWN,0.23809524,0,0,0,0.00023571,0.0011,0.00181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0063,ADA_0595,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00095714,0.0005,0.00515152,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0064,ADA_0602,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00147857,0.0002,0.00727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0065,ADA_0608,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00129286,0.0002,0.00909091,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0066,ADA_0609,BOUNDARY_ONLY,ADAUSDT,2023-10-05 00:00:00,2023-10-05 16:00:00,DOWN,-0.45238095,0,0,0,0.00126429,0.001,0.00878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0067,ADA_0612,BOUNDARY_ONLY,ADAUSDT,2023-10-04 12:00:00,2023-10-05 04:00:00,DOWN,-0.0,0,0,0,0.00120714,0.0004,0.01060606,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0068,ADA_0618,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00095714,0.0,0.01212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0069,ADA_0632,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00192143,0.0003,0.09060606,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0070,ADA_0633,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.002,0.0006,0.09090909,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0071,ADA_0642,BOUNDARY_ONLY,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,UP,-0.53248811,0,0,0,0.00255,0.0002,0.09363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0072,ADA_0657,BOUNDARY_ONLY,ADAUSDT,2023-10-04 16:00:00,2023-10-05 08:00:00,DOWN,-0.81625442,0,0,0,0.00092857,0.0005,0.02393939,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0073,ADA_1128,BOUNDARY_ONLY,ADAUSDT,2024-01-10 12:00:00,2024-01-11 04:00:00,DOWN,0.22655079,0,0,0,0.00207857,0.0105,0.01121212,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0074,ADA_1135,BOUNDARY_ONLY,ADAUSDT,2024-01-09 20:00:00,2024-01-10 12:00:00,DOWN,0.43150685,0,0,0,0.00259286,0.0133,0.00787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0075,ADA_1145,BOUNDARY_ONLY,ADAUSDT,2024-01-09 20:00:00,2024-01-10 12:00:00,DOWN,0.43150685,0,0,0,0.00457143,0.0118,0.00484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0076,ADA_1146,BOUNDARY_ONLY,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,DOWN,-0.65730129,0,0,0,0.00444286,0.0024,0.00484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0077,ADA_1186,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.0014,0.0018,0.01909091,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0078,ADA_1187,BOUNDARY_ONLY,ADAUSDT,2024-01-09 20:00:00,2024-01-10 12:00:00,DOWN,0.43150685,0,0,0,0.00412143,0.0092,0.00787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0079,ADA_1191,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.00351429,0.0033,0.01757576,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0080,ADA_1193,BOUNDARY_ONLY,ADAUSDT,2024-01-25 04:00:00,2024-01-25 20:00:00,DOWN,0.20641026,0,0,0,0.00230714,0.0006,0.01818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0081,ADA_1206,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.00266429,0.0001,0.0130303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0082,ADA_1208,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.00349286,0.002,0.01242424,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0083,ADA_1210,BOUNDARY_ONLY,ADAUSDT,2024-01-25 04:00:00,2024-01-25 20:00:00,DOWN,0.20641026,0,0,0,0.00238571,0.0007,0.0130303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0084,ADA_1212,BOUNDARY_ONLY,ADAUSDT,2024-01-24 08:00:00,2024-01-25 00:00:00,DOWN,0.3800554,0,0,0,0.0031,0.0001,0.01090909,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0085,ADA_1215,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.00207857,0.0034,0.01030303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0086,ADA_1232,BOUNDARY_ONLY,ADAUSDT,2024-01-25 04:00:00,2024-01-25 20:00:00,DOWN,0.20641026,0,0,0,0.00372857,0.0004,0.00636364,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0087,ADA_1234,BOUNDARY_ONLY,ADAUSDT,2024-01-25 04:00:00,2024-01-25 20:00:00,DOWN,0.20641026,0,0,0,0.00357857,0.0012,0.00575758,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0088,ADA_1237,BOUNDARY_ONLY,ADAUSDT,2024-01-24 12:00:00,2024-01-25 04:00:00,DOWN,-0.24492099,0,0,0,0.00267143,0.0006,0.00363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
BOUNDARY_ONLY_0089,ADA_1238,BOUNDARY_ONLY,ADAUSDT,2024-01-25 04:00:00,2024-01-25 20:00:00,DOWN,0.20641026,0,0,0,0.00172143,0.0021,0.00454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
