control_id,matched_interval_id,instrument,start_time,end_time,parent_direction,control_reassertion_atr,duration_mismatch_bars,atr_mismatch,parent_age_mismatch_bars,phase_location_mismatch,match_exact,mismatch_disclosure
CTRL_0011,ADA_0085,ADAUSDT,2024-07-08 00:00:00,2024-07-08 16:00:00,UP,0.507009,0,0.004593,0,0.653636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0012,ADA_0098,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.011879,0,0.319394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0013,ADA_0114,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000686,0,0.748485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0014,ADA_0139,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.002857,0,0.740909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0015,ADA_0153,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.023857,0,0.40303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0016,ADA_0164,ADAUSDT,2024-05-15 00:00:00,2024-05-15 16:00:00,UP,0.803587,0,0.003843,0,0.531515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0017,ADA_0171,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009007,0,0.629394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0018,ADA_0172,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.00445,0,0.730909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0019,ADA_0179,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.006357,0,0.349697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0020,ADA_0192,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.001043,0,0.042727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0021,ADA_0195,ADAUSDT,2024-06-23 12:00:00,2024-06-24 04:00:00,DOWN,1.018182,0,0.001279,0,0.593939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0022,ADA_0203,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.0023,0,0.057273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0023,ADA_0208,ADAUSDT,2024-01-08 20:00:00,2024-01-09 12:00:00,DOWN,0.598375,0,0.015729,0,0.28697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0024,ADA_0219,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.0013,0,0.687879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0025,ADA_0222,ADAUSDT,2024-07-07 12:00:00,2024-07-08 04:00:00,UP,0.699001,0,0.007014,0,0.611212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0026,ADA_0239,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.0035,0,0.710606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0027,ADA_0249,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.004879,0,0.707879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0028,ADA_0256,ADAUSDT,2024-07-07 04:00:00,2024-07-07 20:00:00,DOWN,1.069919,0,0.006764,0,0.600303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0029,ADA_0263,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.002014,0,0.013939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0030,ADA_0268,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.000229,0,0.037576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0031,ADA_0274,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.000507,0,0.010606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0032,ADA_0285,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.001236,0,0.667879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0033,ADA_0287,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.005743,0,0.585758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0034,ADA_0302,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.005314,0,0.684242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0035,ADA_0304,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.000271,0,0.001818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0036,ADA_0351,ADAUSDT,2024-01-10 04:00:00,2024-01-10 20:00:00,UP,1.947862,0,0.021743,0,0.246061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0037,ADA_0369,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.000764,0,0.642424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0038,ADA_0370,ADAUSDT,2024-03-07 20:00:00,2024-03-08 12:00:00,DOWN,0.79144,0,0.016679,0,0.345152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0039,ADA_0375,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.001571,0,0.005152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0040,ADA_0406,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009036,0,0.558182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0041,ADA_0410,ADAUSDT,2024-07-06 20:00:00,2024-07-07 12:00:00,DOWN,0.943056,0,0.007414,0,0.55303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0042,ADA_0416,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.000943,0,0.032424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0043,ADA_0429,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.00805,0,0.542121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0044,ADA_0434,ADAUSDT,2024-03-21 16:00:00,2024-03-22 08:00:00,DOWN,0.98703,0,0.018143,0,0.350909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0045,ADA_0446,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.002493,0,0.647879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0046,ADA_0456,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.011986,0,0.537576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0047,ADA_0461,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.011993,0,0.536061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0048,ADA_0470,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.0067,0,0.633333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0049,ADA_0482,ADAUSDT,2024-07-04 16:00:00,2024-07-05 08:00:00,UP,1.057618,0,0.01315,0,0.527273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0050,ADA_0489,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.015643,0,0.203939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0051,ADA_0497,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.000764,0,0.055455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0052,ADA_0507,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.025436,0,0.298182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0053,ADA_0518,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.005357,0,0.626364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0054,ADA_0530,ADAUSDT,2024-03-10 12:00:00,2024-03-11 04:00:00,UP,1.245509,0,0.014479,0,0.301515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0055,ADA_0531,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.001686,0,0.067273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0056,ADA_0535,ADAUSDT,2024-07-08 00:00:00,2024-07-08 16:00:00,UP,0.507009,0,0.009857,0,0.517273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0057,ADA_0541,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.003407,0,0.425152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0058,ADA_0543,ADAUSDT,2024-07-04 16:00:00,2024-07-05 08:00:00,UP,1.057618,0,0.013521,0,0.508788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0059,ADA_0557,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.006479,0,0.235152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0060,ADA_0559,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0088,0,0.511818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0061,ADA_0564,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.010971,0,0.504848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0062,ADA_0570,ADAUSDT,2023-08-23 20:00:00,2023-08-24 12:00:00,DOWN,1.0,0,0.000671,0,0.073636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0063,ADA_0595,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.004579,0,0.60303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0064,ADA_0602,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.011343,0,0.490303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0065,ADA_0608,ADAUSDT,2024-06-23 12:00:00,2024-06-24 04:00:00,DOWN,1.018182,0,0.00335,0,0.468788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0066,ADA_0609,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.005293,0,0.463636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0067,ADA_0612,ADAUSDT,2024-05-18 20:00:00,2024-05-19 12:00:00,DOWN,1.032051,0,0.003443,0,0.402727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0068,ADA_0618,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.00515,0,0.398485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0069,ADA_0632,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.007414,0,0.584242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0070,ADA_0633,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009929,0,0.489394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0071,ADA_0642,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.0176,0,0.157576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0072,ADA_0657,ADAUSDT,2023-07-12 08:00:00,2023-07-13 00:00:00,DOWN,0.581227,0,0.001036,0,0.177273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0073,ADA_1128,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.018793,0,0.246364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0074,ADA_1135,ADAUSDT,2024-07-06 20:00:00,2024-07-07 12:00:00,DOWN,0.943056,0,0.006879,0,0.333333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0075,ADA_1145,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.010193,0,0.253333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0076,ADA_1146,ADAUSDT,2024-07-07 20:00:00,2024-07-08 12:00:00,DOWN,1.301569,0,0.003736,0,0.331818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0077,ADA_1186,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.011914,0,0.240606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0078,ADA_1187,ADAUSDT,2024-03-09 20:00:00,2024-03-10 12:00:00,DOWN,0.774363,0,0.002507,0,0.101212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0079,ADA_1191,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.00535,0,0.393333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0080,ADA_1193,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.002514,0,0.224242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0081,ADA_1206,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.007729,0,0.246667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0082,ADA_1208,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.001971,0,0.417273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0083,ADA_1210,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.007386,0,0.27303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0084,ADA_1212,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.004071,0,0.255455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0085,ADA_1215,ADAUSDT,2023-07-12 00:00:00,2023-07-12 16:00:00,DOWN,1.108434,0,0.006957,0,0.34697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0086,ADA_1232,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.01895,0,0.078485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0087,ADA_1234,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.005629,0,0.280303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0088,ADA_1237,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.008329,0,0.256061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0089,ADA_1238,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.007771,0,0.281515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0090,ADA_1242,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.006943,0,0.40697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0091,ADA_1266,ADAUSDT,2024-03-10 12:00:00,2024-03-11 04:00:00,UP,1.245509,0,0.009029,0,0.078485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0092,ADA_1271,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.004529,0,0.296061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0093,ADA_1275,ADAUSDT,2024-06-24 04:00:00,2024-06-24 20:00:00,UP,1.157025,0,0.00055,0,0.267879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0094,ADA_1276,ADAUSDT,2024-07-07 16:00:00,2024-07-08 08:00:00,UP,2.309554,0,0.001371,0,0.292121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0095,ADA_1287,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.000257,0,0.291212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0096,ADA_1289,ADAUSDT,2024-08-29 20:00:00,2024-08-30 12:00:00,DOWN,1.135678,0,0.003107,0,0.384848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0097,ADA_1300,ADAUSDT,2024-01-10 20:00:00,2024-01-11 12:00:00,DOWN,0.604425,0,0.014343,0,0.040303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0098,ADA_1313,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.000157,0,0.385455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0099,ADA_1317,ADAUSDT,2023-07-12 00:00:00,2023-07-12 16:00:00,DOWN,1.108434,0,0.003721,0,0.377879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0100,ADA_1326,ADAUSDT,2024-08-29 20:00:00,2024-08-30 12:00:00,DOWN,1.135678,0,0.002,0,0.373636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0101,ADA_1327,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.000907,0,0.220606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0102,ADA_1349,ADAUSDT,2024-02-07 08:00:00,2024-02-08 00:00:00,UP,0.973725,0,0.000914,0,0.005152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0103,ADA_1359,ADAUSDT,2024-05-14 20:00:00,2024-05-15 12:00:00,UP,1.825551,0,0.003571,0,0.169091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0104,ADA_1362,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.006243,0,0.063636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0105,ADA_1369,ADAUSDT,2024-07-08 00:00:00,2024-07-08 16:00:00,UP,0.507009,0,0.0001,0,0.264545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0106,ADA_1376,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.015936,0,0.032424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0107,ADA_1377,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.0094,0,0.323333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0108,ADA_1385,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.008007,0,0.363333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0109,ADA_1399,ADAUSDT,2023-08-22 20:00:00,2023-08-23 12:00:00,UP,0.714514,0,0.009014,0,0.326667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0110,ADA_1403,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.005393,0,0.07303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0111,ADA_1416,ADAUSDT,2023-08-24 08:00:00,2023-08-25 00:00:00,DOWN,0.597561,0,0.015414,0,0.329091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0112,ADA_1426,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,2.9e-05,0,0.243636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0113,ADA_1427,ADAUSDT,2024-03-09 16:00:00,2024-03-10 08:00:00,DOWN,0.570513,0,0.0001,0,0.028182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0114,ADA_1450,ADAUSDT,2024-02-07 08:00:00,2024-02-08 00:00:00,UP,0.973725,0,0.004279,0,0.035758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0115,ADA_1453,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.010179,0,0.346364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0116,ADA_1455,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.012007,0,0.008485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0117,ADA_1458,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.001571,0,0.089697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0118,ADA_1459,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.014471,0,0.038182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0119,ADA_1464,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.021957,0,0.339394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0120,ADA_1466,ADAUSDT,2024-07-07 12:00:00,2024-07-08 04:00:00,UP,0.699001,0,0.020636,0,0.234242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0121,ADA_1469,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.002493,0,0.004242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0122,ADA_1470,ADAUSDT,2024-03-10 12:00:00,2024-03-11 04:00:00,UP,1.245509,0,0.013214,0,0.016667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0123,ADA_1478,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.017236,0,0.327879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0124,ADA_1539,ADAUSDT,2024-03-09 16:00:00,2024-03-10 08:00:00,DOWN,0.570513,0,0.0067,0,0.005758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0125,ADA_1543,ADAUSDT,2024-07-04 16:00:00,2024-07-05 08:00:00,UP,1.057618,0,0.006214,0,0.205758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0126,ADA_1550,ADAUSDT,2024-03-09 16:00:00,2024-03-10 08:00:00,DOWN,0.570513,0,0.018871,0,0.009091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0127,ADA_1561,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.025686,0,0.310303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0128,ADA_1569,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.009114,0,0.126364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0129,ADA_1577,ADAUSDT,2024-07-07 04:00:00,2024-07-07 20:00:00,DOWN,1.069919,0,0.018257,0,0.2,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0130,ADA_1607,ADAUSDT,2023-08-23 00:00:00,2023-08-23 16:00:00,UP,1.149254,0,0.007014,0,0.389394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0131,ADA_1611,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.002,0,0.084242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
